pos,box,rack,freezer
A1,1,1,nitrogen
A2,1,1,nitrogen
A3,1,1,nitrogen
A4,1,1,nitrogen
A5,1,1,nitrogen
A6,1,1,nitrogen
A7,1,1,nitrogen
A8,1,1,nitrogen
A9,1,1,nitrogen
A10,1,1,nitrogen
B1,1,1,nitrogen
B2,1,1,nitrogen
B3,1,1,nitrogen
B4,1,1,nitrogen
B5,1,1,nitrogen
B6,1,1,nitrogen
B7,1,1,nitrogen
B8,1,1,nitrogen
B9,1,1,nitrogen
B10,1,1,nitrogen
