pos,box,rack,freezer
A1,1,1,4deg
A2,1,1,4deg
A3,1,1,4deg
A4,1,1,4deg
A5,1,1,4deg
A6,1,1,4deg
A7,1,1,4deg
A8,1,1,4deg
A9,1,1,4deg
A10,1,1,4deg
B1,1,1,4deg
B2,1,1,4deg
B3,1,1,4deg
B4,1,1,4deg
B5,1,1,4deg
B6,1,1,4deg
B7,1,1,4deg
B8,1,1,4deg
B9,1,1,4deg
B10,1,1,4deg
